timestamp,device_id,raw_data[0],raw_data[1],raw_data[2],raw_data[3],raw_data[4],raw_data[5],raw_data[6],raw_data[7],raw_data[8],raw_data[9],raw_data[10],raw_data[11],resolution,v_ref,channel_id[0],channel_id[1],channel_id[2],channel_id[3],channel_id[4],channel_id[5],channel_id[6],channel_id[7],channel_id[8],channel_id[9],channel_id[10],channel_id[11]
1848089,4294967295,1141,10,718,301,906,1012,3242,2069,4041,3143,1993,1519,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1858051,4294967295,1148,10,718,648,906,1090,3225,2068,4037,3159,1993,1524,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1868049,4294967295,1149,11,719,654,907,1068,3249,2067,4038,3160,1994,1520,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1878067,4294967295,1147,8,717,651,906,1051,3208,2080,4038,3147,1994,1511,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1888070,4294967295,1149,12,719,657,908,1051,3253,2067,4037,3153,1995,1512,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1898033,4294967295,1146,8,729,661,905,1045,3219,2087,4041,3156,1994,1508,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1908031,4294967295,1148,5,718,645,907,1036,3222,2084,4038,3140,1990,1511,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1918036,4294967295,1149,10,720,645,906,1045,3244,2068,4037,3159,1993,1519,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1928115,4294967295,1148,8,716,640,907,1043,3201,2066,4041,3150,2005,1515,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1938121,4294967295,1147,10,718,647,906,1039,3224,2083,4040,3157,1994,1516,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1948091,4294967295,1149,9,718,647,906,1067,3245,2068,4038,3159,1994,1510,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1958090,4294967295,1147,10,717,649,906,1049,3218,2068,4037,3149,2014,1511,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1968173,4294967295,1150,11,717,646,907,1049,3260,2084,4038,3152,1997,1511,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1978169,4294967295,1149,9,716,520,907,1048,3241,2067,4041,3156,1994,1514,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1988151,4294967295,1149,9,719,656,906,1039,3229,2066,4037,3145,2007,1505,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1998222,4294967295,1149,11,718,653,906,1050,3255,2067,4039,3152,1994,1499,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
2008127,4294967295,1147,10,717,658,906,1041,3221,2068,4040,3145,1996,1502,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
2018158,4294967295,1149,9,718,656,906,1044,3258,2067,4041,3153,2007,1504,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
2028229,4294967295,1150,16,719,651,907,991,3258,2083,4037,3134,2007,1498,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
2038168,4294967295,1152,11,717,491,907,1081,3257,2069,4038,3149,1994,1506,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
2048151,4294967295,1148,8,717,653,907,1063,3236,2066,4037,3151,1993,1502,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
2058152,4294967295,1149,11,719,648,907,1061,3253,2067,4036,3154,2007,1504,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
2068176,4294967295,1149,10,716,649,907,1053,3257,2068,4037,3152,1994,1507,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
