timestamp,device_id,raw_data[0],raw_data[1],raw_data[2],raw_data[3],raw_data[4],raw_data[5],raw_data[6],raw_data[7],raw_data[8],raw_data[9],raw_data[10],raw_data[11],resolution,v_ref,channel_id[0],channel_id[1],channel_id[2],channel_id[3],channel_id[4],channel_id[5],channel_id[6],channel_id[7],channel_id[8],channel_id[9],channel_id[10],channel_id[11]
31496355,4294967295,1039,32,722,649,880,1075,3258,2085,4037,3156,1659,1100,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31506353,4294967295,1040,24,723,610,879,1034,3261,2086,4037,3159,1676,1103,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31516354,4294967295,1040,24,723,651,875,1071,3251,2088,4038,3161,1670,1109,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31526354,4294967295,1037,26,723,654,878,1076,3265,2084,4041,3161,1685,1116,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31536354,4294967295,1038,26,725,652,880,1069,3266,2073,4040,3160,1687,1119,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31546386,4294967295,1036,25,728,587,877,1056,3243,2069,4038,3157,1680,1132,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31556373,4294967295,1037,24,723,654,870,1034,3211,2083,4037,3164,1696,1133,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31566354,4294967295,1034,23,725,659,870,995,3212,2070,4038,3151,1698,1137,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31576355,4294967295,1041,20,723,256,868,1040,3226,2070,4039,3158,1701,1135,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31586378,4294967295,1036,26,726,654,868,1090,3204,2066,4039,3160,1700,1141,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31596360,4294967295,1035,27,726,655,870,1046,3207,2067,4038,3159,1691,1144,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31606441,4294967295,1035,30,725,646,873,1057,3204,2071,4038,3161,1694,1143,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31616423,4294967295,1034,32,728,650,874,1052,3252,2069,4041,3158,1696,1148,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31626402,4294967295,1036,38,727,660,877,1069,3264,2070,4037,3162,1698,1150,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31636387,4294967295,1042,35,724,659,877,1059,3255,2068,4037,3159,1714,1155,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31646369,4294967295,1036,41,727,655,879,1060,3258,2070,4037,3164,1705,1132,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31656355,4294967295,1033,43,729,660,879,1064,3263,2072,4040,3162,1707,1155,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31666357,4294967295,1028,42,729,656,878,1051,3220,2070,4041,3150,1723,1130,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31676356,4294967295,1034,38,727,657,878,1049,3223,2071,4037,3157,1724,1147,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31686353,4294967295,1030,42,727,657,876,973,3223,2069,4037,3163,1727,1157,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31696354,4294967295,1035,40,726,661,876,1111,3223,2068,4039,3160,1716,1143,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31706356,4294967295,1036,48,728,654,878,1085,3216,2071,4037,3158,1727,1160,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31716356,4294967295,1039,52,729,649,879,1079,3238,2069,4038,3162,1726,1132,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31726355,4294967295,1038,55,730,650,880,1061,3262,2068,4037,3159,1714,1150,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31736356,4294967295,1038,48,731,652,880,1072,3260,2083,4037,3163,1714,1162,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31746371,4294967295,1045,54,731,649,880,1069,3259,2068,4040,3161,1715,1134,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31756357,4294967295,1029,65,733,664,881,1068,3264,2071,4039,3158,1718,1163,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31766354,4294967295,1041,66,733,659,881,1062,3268,2071,4037,3159,1725,1134,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31776353,4294967295,1041,57,732,646,882,1032,3210,2070,4041,3154,1715,1153,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31786353,4294967295,1038,76,734,628,881,1054,3214,2087,4038,3155,1715,1130,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31796355,4294967295,1029,71,734,547,882,1019,3211,2068,4040,3157,1712,1149,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31806354,4294967295,1034,64,732,656,882,1109,3211,2086,4040,3159,1713,1162,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31816354,4294967295,1032,61,735,666,882,1101,3180,2069,4039,3161,1713,1134,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31826355,4294967295,1037,67,732,664,882,1083,3215,2082,4039,3158,1715,1152,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31836353,4294967295,1036,72,733,660,882,1072,3264,2070,4038,3161,1714,1128,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31846354,4294967295,1031,78,738,653,880,1074,3266,2072,4039,3160,1715,1145,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31856353,4294967295,1042,79,736,651,880,1062,3254,2072,4041,3153,1712,1154,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31866353,4294967295,1036,85,738,662,880,1020,3257,2073,4038,3157,1713,1127,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31876354,4294967295,1033,93,738,665,880,1100,3264,2088,4037,3164,1713,1151,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31886353,4294967295,1029,81,740,663,878,1065,3217,2069,4038,3152,1726,1163,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31896354,4294967295,1040,80,735,661,874,1062,3226,2071,4038,3155,1713,1134,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31906354,4294967295,1034,72,734,660,864,1030,3229,2068,4036,3157,1725,1155,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31916355,4294967295,1030,70,735,657,880,1091,3222,2071,4041,3158,1728,1130,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31926354,4294967295,1042,66,732,660,880,1080,3222,2083,4041,3161,1713,1143,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31936384,4294967295,1036,64,732,642,886,1068,3220,2070,4038,3160,1711,1156,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31946380,4294967295,1041,86,737,645,891,1061,3260,2086,4038,3154,1712,1136,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31956353,4294967295,1036,106,744,662,889,1046,3262,2071,4040,3158,1708,1154,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31966353,4294967295,1043,130,746,662,891,1093,3263,2072,4040,3161,1719,1130,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31976354,4294967295,1036,131,751,667,891,1081,3257,2085,4037,3160,1707,1140,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31986354,4294967295,1040,150,755,667,891,1077,3264,2070,4041,3159,1716,1146,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
31996354,4294967295,1042,167,757,666,891,1072,3227,2073,4042,3167,1700,1153,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
32006354,4294967295,1028,180,759,676,891,1059,3209,2084,4037,3152,1698,1125,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
32016365,4294967295,1055,195,759,670,891,1007,3211,2073,4037,3154,1690,1138,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
32026353,4294967295,1007,238,782,658,891,1120,3208,2087,4040,3163,1691,1141,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
32036354,4294967295,1044,343,803,649,891,1091,3218,2084,4041,3157,1681,1141,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
